Anio,Mes,Codigo,Descripcion,ipc,reg_1,reg_2,reg_3,reg_4,reg_5,reg_6,reg_7,reg_8
2015,Julio,0942101,Diarios                                                                                             ,100.00,100.00,100.00,100.00,100.00,0.00,100.00,100.00,100.00
2015,Julio,0942102,"Revistas, periódicos y otros                                                                        ",106.50,104.50,110.70,112.13,108.72,108.83,104.29,113.97,112.13
2015,Julio,0943101,Cuadernos  y útiles                                                                                 ,110.00,110.83,109.34,110.12,105.82,113.96,108.96,107.19,103.23
2015,Julio,0943102,Lápices  y reglas                                                                                   ,109.80,110.42,107.75,107.66,112.89,113.49,105.78,114.31,106.42
2015,Julio,0951101,Servicios de viajes todo incluido dentro del país                                                   ,124.63,136.18,122.25,123.82,100.00,115.23,111.11,96.57,116.70
2015,Julio,0951102,Servicios de viajes todo incluido fuera del país                                                    ,168.40,168.40,168.40,168.40,168.40,168.40,168.40,168.40,168.40
2015,Julio,10,Educación                                                                                           ,104.08,104.56,101.53,103.14,108.37,101.97,103.52,102.35,104.77
2015,Julio,1011101,Servicio de educación preprimaria                                                                   ,103.11,103.05,102.71,104.35,101.51,102.92,104.19,104.05,100.69
2015,Julio,1011102,Servicio de educación de primaria                                                                   ,103.01,102.80,102.24,104.01,102.22,102.72,103.83,106.46,101.16
2015,Julio,1021101,Servicio de educación de la enseñanza media                                                         ,101.96,101.87,101.59,102.02,103.40,101.70,102.00,102.60,101.36
2015,Julio,1031102,Servicios de enseñanza universitaria                                                                ,102.66,103.08,102.24,101.52,103.53,100.96,102.24,102.61,102.41
2015,Julio,1041101,Cursos de capacitación                                                                              ,111.37,117.90,100.22,106.20,120.76,103.04,107.01,99.72,111.60
2015,Julio,11,Restaurantes y hoteles                                                                              ,115.36,116.81,123.18,113.84,115.78,119.73,112.60,109.12,109.39
2015,Julio,1111101,Desayuno consumido fuera del hogar                                                                  ,115.63,117.63,131.27,108.02,124.11,118.75,112.76,108.62,110.13
2015,Julio,1111102,Almuerzo consumido fuera del hogar                                                                  ,116.48,117.41,122.29,116.55,113.92,122.50,114.25,109.72,108.60
2015,Julio,1111103,Otras comidas consumidas  fuera del hogar                                                           ,113.90,117.91,120.65,112.80,113.52,115.54,110.08,108.68,108.90
2015,Julio,1111201,Platos preparados para llevar                                                                       ,119.33,123.51,125.12,110.14,119.34,130.55,111.05,100.97,129.73
2015,Julio,1111202,Pollo frito para llevar                                                                             ,114.41,112.48,109.06,110.32,124.55,116.52,113.19,106.17,111.06
2015,Julio,1111203,Golosinas                                                                                           ,129.86,160.84,126.38,116.01,116.11,118.39,120.61,142.99,119.36
2015,Julio,1121101,Servicio de alojamiento estudiantil                                                                 ,100.78,99.68,111.32,110.65,100.00,100.00,106.07,100.00,100.00
2015,Julio,1121102,Servicio de alojamiento turístico y otros                                                           ,111.68,112.82,115.21,105.28,116.00,111.34,106.21,104.14,109.95
2015,Julio,12,Bienes y servicios diversos                                                                         ,114.98,116.92,112.72,112.45,122.21,113.48,111.69,112.20,110.95
2015,Julio,1211101,Servicio de peluquería                                                                              ,108.77,113.27,110.36,99.61,117.25,110.36,103.96,104.74,109.14
2015,Julio,1211102,Servicio de salón de belleza                                                                        ,110.79,111.92,110.40,107.20,109.88,103.19,113.27,108.48,111.02
2015,Julio,1212101,Artículos eléctricos para el cabello                                                                ,111.59,112.51,106.40,109.45,110.01,114.51,106.86,112.51,108.68
2015,Julio,1212102,Máquina de afeitar desechable                                                                       ,114.46,121.17,108.80,108.29,125.44,114.08,106.62,106.63,111.17
2015,Julio,1212103,Artículos diversos para el cuidado personal                                                         ,117.35,118.97,108.70,109.92,141.56,115.00,115.73,115.66,108.31
2015,Julio,1212201,Pastas dentales                                                                                     ,112.49,119.76,108.61,104.25,114.28,113.06,104.74,111.34,103.15
2015,Julio,1212202,Papel higiénico                                                                                     ,115.52,113.68,107.28,118.59,116.38,115.13,119.18,116.47,115.10
2015,Julio,1212203,Jabón                                                                                               ,130.34,134.30,131.08,120.47,141.51,131.56,119.68,138.28,122.14
2015,Julio,1212204,Pañales                                                                                             ,108.49,110.50,99.95,108.10,106.55,109.67,109.66,105.18,99.41
2015,Julio,1212205,Protección higiénica femenina                                                                       ,119.37,122.86,115.53,120.66,122.35,121.30,112.31,116.45,110.37
2015,Julio,1212206,Champú                                                                                              ,119.54,120.82,115.66,113.88,136.64,119.26,117.79,113.74,110.44
2015,Julio,1212301,Productos de belleza varios                                                                         ,111.28,114.08,107.52,113.82,108.75,111.70,105.18,106.97,103.45
2015,Julio,1212302,Cremas y maquillaje                                                                                 ,110.18,110.77,104.33,110.50,116.07,105.80,104.95,100.33,115.79
2015,Julio,1212303,Colonias y perfumes                                                                                 ,110.26,111.84,113.19,106.92,126.52,105.04,107.44,106.83,107.53
2015,Julio,1212304,Cremas para la piel                                                                                 ,112.22,112.93,115.22,120.83,110.00,104.33,113.88,110.76,114.46
2015,Julio,1212305,Desodorantes y antitranspirantes                                                                    ,118.20,123.89,114.47,123.08,130.08,106.74,107.73,110.93,108.67
2015,Julio,1212306,Artículos de maquillaje                                                                             ,125.39,130.28,121.72,122.31,133.30,128.53,112.06,108.84,109.74
2015,Julio,1221101,Joyas                                                                                               ,143.83,143.83,140.04,139.55,149.77,156.44,137.71,129.83,142.85
2015,Julio,1221102,Reloj de pulsera                                                                                    ,112.11,116.10,104.80,116.59,121.37,104.27,103.45,104.98,106.75
2015,Julio,1222101,Carteras y bolsos                                                                                   ,108.11,109.79,106.21,109.45,110.94,108.19,100.11,104.20,101.65
2015,Julio,1222102,Artículos para el transporte del bebé                                                               ,110.75,108.00,119.34,123.02,109.62,111.26,112.03,111.08,108.87
2015,Julio,1222103,"Artículos personales diversos (lentes de sol, encendedores etc.)                                    ",104.94,103.87,105.78,103.67,110.90,102.84,105.89,102.83,108.50
2015,Julio,1231101,Seguro                                                                                              ,119.32,120.80,120.58,116.73,118.20,115.08,115.12,115.97,115.15
2015,Julio,1241101,Créditos de consumo (tarjetas de crédito)                                                           ,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16,92.16
2015,Julio,1251101,Servicio de emisión de certificado de todo tipo                                                     ,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15,120.15
2015,Julio,1251102,Servicio de fotocopiado                                                                             ,110.23,111.41,103.20,102.93,102.51,114.13,105.16,104.77,113.88
2015,Julio,1251103,Servicio notarial                                                                                   ,105.47,106.58,112.25,104.61,104.95,106.94,101.11,100.00,105.54
2015,Julio,1251104,Servicio funerario                                                                                  ,107.22,107.35,101.58,110.94,116.04,105.84,102.41,100.00,103.79
2015,Julio,1251105,Mantenimiento de condominio                                                                         ,118.35,118.35,118.35,0.00,118.35,0.00,118.35,0.00,0.00
2015,Agosto,0,Índice General,120.03,113.07,141.57,118.78,140.34,119.33,117.17,127.43,122.45
2015,Agosto,01,Alimentos y bebidas no alcohólicas                                                                  ,148.71,133.80,188.22,137.53,194.52,140.80,134.91,168.92,154.30
2015,Agosto,0111101,Arroz                                                                                               ,113.65,115.43,111.27,112.83,122.47,118.61,110.45,112.08,106.87
2015,Agosto,0111201,Harina                                                                                              ,129.94,134.02,127.64,129.28,138.30,138.19,121.02,137.59,120.56
2015,Agosto,0111202,Maíz                                                                                                ,159.01,131.33,233.06,175.26,133.51,115.40,128.95,187.45,209.56
2015,Agosto,0111203,Cereales                                                                                            ,115.34,118.73,114.79,122.27,137.25,123.93,106.98,104.52,116.35
2015,Agosto,0111301,Pan                                                                                                 ,145.08,138.37,152.59,137.55,198.64,154.33,125.93,149.04,151.64
2015,Agosto,0111302,Galletas                                                                                            ,137.60,151.66,135.56,119.78,141.80,125.78,126.80,149.15,117.87
2015,Agosto,0111303,Productos de repostería                                                                            ,116.22,117.70,115.17,112.50,125.07,119.73,112.75,113.73,108.33
2015,Agosto,0111401,Pastas                                                                                              ,114.22,120.08,108.09,104.20,114.56,117.58,107.30,122.55,109.47
2015,Agosto,0111501,Productos de tortillería                                                                            ,178.23,159.21,276.71,175.06,242.11,144.59,141.65,148.62,191.32
2015,Agosto,0112101,Carne de res                                                                                        ,171.64,172.22,170.61,173.21,158.93,170.73,169.93,179.40,178.54
2015,Agosto,0112201,Carne de cerdo                                                                                      ,114.65,113.43,116.74,120.29,113.96,117.74,108.56,117.37,113.83
2015,Agosto,0112301,Carne de pollo                                                                                      ,120.42,123.47,117.72,112.75,124.41,115.32,118.76,128.34,115.47
2015,Agosto,0112401,Embutidos                                                                                           ,119.43,105.77,146.57,141.16,143.19,129.51,116.07,119.19,139.85
2015,Agosto,0113101,Pescados                                                                                            ,151.30,129.27,125.23,137.92,144.63,179.05,175.42,113.75,165.84
2015,Agosto,0113201,Mariscos                                                                                            ,174.75,141.29,149.22,204.12,245.19,197.81,185.56,153.82,167.20
2015,Agosto,0114101,Leche                                                                                               ,113.59,110.84,117.67,116.54,111.52,123.83,114.82,118.44,109.49
2015,Agosto,0114102,Yogur                                                                                               ,121.37,125.21,116.12,127.18,120.34,130.51,109.18,116.07,115.16
2015,Agosto,0114301,Quesos y crema                                                                                      ,145.92,119.18,159.15,124.90,210.47,132.55,139.09,178.72,142.82
2015,Agosto,0114401,Huevos                                                                                              ,139.88,125.40,140.03,135.21,144.90,148.85,148.75,138.41,169.25
2015,Agosto,0115101,Margarina                                                                                           ,139.64,147.77,121.61,122.08,134.44,142.24,117.49,166.30,106.56
2015,Agosto,0115201,Aceites                                                                                             ,124.11,126.40,118.77,118.30,119.04,131.75,122.96,137.10,111.58
2015,Agosto,0116101,Aguacate                                                                                            ,299.81,182.76,1183.95,138.04,867.67,223.60,189.31,365.73,251.85
2015,Agosto,0116102,Banano                                                                                              ,168.47,130.73,263.25,217.59,257.46,174.43,159.09,178.74,222.79
2015,Agosto,0116103,Manzana                                                                                             ,155.32,154.13,110.61,145.64,134.66,151.31,168.45,172.36,175.95
2015,Agosto,0116104,Naranja                                                                                             ,366.86,256.50,570.86,423.24,637.65,269.35,365.77,374.09,315.93
2015,Agosto,0116105,Plátano                                                                                             ,186.82,178.49,297.62,246.92,226.29,169.42,177.05,180.76,122.35
2015,Agosto,0116106,Frutas de estación                                                                                  ,215.47,172.49,222.84,203.62,428.08,177.39,190.45,322.52,238.91
2015,Agosto,0116201,Frutas en conserva                                                                                  ,122.74,118.46,118.02,117.43,147.22,124.10,121.36,163.87,109.77
2015,Agosto,0117101,Tomate                                                                                              ,135.23,92.04,155.30,111.92,133.77,172.03,137.03,137.95,221.64
2015,Agosto,0117102,Güisquil                                                                                            ,353.51,149.51,593.70,156.42,813.35,234.14,227.57,658.78,219.03
2015,Agosto,0117103,Chile pimiento                                                                                      ,406.49,407.97,468.27,266.45,442.58,393.36,368.71,656.78,538.82
2015,Agosto,0117104,Pepino                                                                                              ,236.07,161.77,385.97,183.96,390.34,360.13,171.52,366.14,209.60
2015,Agosto,0117105,Güicoy (variedad)                                                                                   ,185.22,121.32,347.61,129.14,390.09,158.23,131.85,521.99,210.33
2015,Agosto,0117106,Repollo                                                                                             ,195.90,114.62,245.77,122.84,824.73,158.74,118.28,181.26,115.20
2015,Agosto,0117107,Lechuga                                                                                             ,250.94,181.71,428.14,177.78,761.75,192.86,191.83,453.84,150.11
2015,Agosto,0117108,Frijol                                                                                              ,119.79,101.53,149.15,125.23,171.07,116.83,103.71,106.40,145.92
2015,Agosto,0117109,Ejotes                                                                                              ,258.28,228.84,223.66,185.30,424.18,250.80,218.30,389.21,198.99
2015,Agosto,0117110,Elote                                                                                               ,254.51,178.25,436.57,229.79,214.33,414.87,191.86,340.87,178.32
2015,Agosto,0117111,Cebolla                                                                                             ,240.32,170.06,319.06,155.27,439.36,213.65,189.02,378.92,234.66
2015,Agosto,0117112,Papa                                                                                                ,179.78,92.18,150.06,98.13,317.28,126.49,127.87,399.08,132.33
2015,Agosto,0117113,Zanahoria                                                                                           ,201.41,116.66,297.45,136.22,282.58,228.70,186.83,312.27,267.45
2015,Agosto,0117114,Rábano                                                                                              ,289.80,264.69,814.31,124.10,447.67,318.46,255.24,306.57,143.81
2015,Agosto,0117115,Remolacha                                                                                           ,182.15,142.01,305.66,106.07,643.29,166.40,138.80,225.01,136.58
2015,Agosto,0117116,Yuca                                                                                                ,276.94,182.49,178.05,172.24,859.72,330.37,212.65,418.51,404.98
2015,Agosto,0117117,Brócoli                                                                                             ,242.16,177.20,412.34,153.35,598.37,190.94,220.22,405.35,160.03
2015,Agosto,0117118,Culantro                                                                                            ,1020.56,543.19,2602.96,333.06,3912.65,374.62,340.99,566.15,501.89
2015,Agosto,0117119,Hierbabuena                                                                                         ,485.24,279.83,2162.23,439.99,834.90,379.24,446.95,297.73,674.98
2015,Agosto,0117120,Otras legumbres y hortalizas                                                                        ,374.60,192.25,404.04,142.95,565.48,208.47,178.66,918.80,218.01
2015,Agosto,0118101,Azúcar                                                                                              ,120.74,109.46,125.59,122.68,145.30,117.69,114.49,122.98,128.81
2015,Agosto,0118201,Jaleas                                                                                              ,127.65,126.14,113.65,120.61,0.00,131.43,110.89,128.21,119.61
2015,Agosto,0118202,Compotas                                                                                            ,135.17,146.46,134.43,120.08,145.35,127.22,115.30,150.20,125.51
2015,Agosto,0118301,"Dulces, chocolates y goma de mascar                                                                 ",112.25,123.00,109.74,105.38,110.81,106.74,108.21,113.17,105.48
2015,Agosto,0118401,Helados                                                                                             ,117.65,120.73,113.37,118.00,129.18,111.46,113.84,108.74,116.16
2015,Agosto,0119101,Salsa de tomate                                                                                     ,117.88,123.68,110.30,111.80,113.88,120.63,110.61,121.88,111.27
2015,Agosto,0119102,Pasta de tomate                                                                                     ,138.36,143.11,124.69,139.72,153.25,133.31,120.23,152.05,131.85
2015,Agosto,0119103,Mayonesa y mostaza                                                                                  ,116.32,114.74,113.76,120.62,138.20,109.49,110.86,128.64,114.93
2015,Agosto,0119104,Sazonadores                                                                                         ,133.15,143.82,131.40,141.59,136.38,132.59,120.93,217.07,116.33
2015,Agosto,0119105,Sal                                                                                                 ,133.32,132.58,136.54,129.19,174.40,134.60,126.15,121.76,145.57
2015,Agosto,0119201,Canela                                                                                              ,292.67,162.46,255.86,211.13,200.84,279.76,161.14,371.04,1584.85
2015,Agosto,0119202,Pepitoria y manía                                                                                   ,122.37,122.77,133.60,150.49,197.59,121.03,115.60,110.60,188.43
2015,Agosto,0119203,Chiles picantes                                                                                     ,165.30,386.63,179.06,206.49,2013.61,174.03,131.94,109.64,351.49
2015,Agosto,0119301,Consomé de pollo                                                                                    ,131.09,141.99,132.90,127.05,137.21,126.57,123.17,150.87,103.75
2015,Agosto,0119302,Sopas concentradas en sobre                                                                         ,124.69,133.19,117.39,131.06,130.06,124.05,110.07,131.10,117.57
2015,Agosto,0119303,Sopas instantáneas                                                                                  ,115.11,121.54,115.19,114.30,113.16,116.39,109.77,117.38,107.75
2015,Agosto,0119304,Polvos para gelatina                                                                                ,139.22,137.31,132.59,126.43,193.09,133.98,132.13,138.42,130.52
2015,Agosto,0119305,Alimentos enlatados                                                                                 ,116.52,117.06,118.84,114.80,118.14,118.45,109.50,125.92,115.44
2015,Agosto,0121101,Café instantáneo                                                                                    ,118.85,118.94,123.71,119.91,122.99,121.58,113.45,130.63,111.11
2015,Agosto,0121102,Otras bebidas                                                                                       ,123.73,136.66,107.65,113.99,124.71,127.13,118.92,134.61,144.09
2015,Agosto,0121201,Agua envasada                                                                                       ,107.66,106.94,108.22,111.80,115.39,105.71,108.16,103.51,106.86
2015,Agosto,0121301,Aguas gaseosas                                                                                      ,119.66,127.25,116.28,114.14,130.34,119.11,112.17,118.11,113.94
2015,Agosto,0121401,Polvo para refresco                                                                                 ,142.55,146.30,149.43,147.18,150.45,146.59,129.27,150.85,120.79
2015,Agosto,0121402,Jugos de frutas                                                                                     ,120.10,124.93,111.97,120.76,126.19,114.59,109.94,125.37,113.86
2015,Agosto,0121501,Refrescos naturales                                                                                 ,121.27,117.19,120.80,122.11,127.31,130.55,106.84,115.81,136.21
2015,Agosto,0121502,Refrescos artificiales                                                                              ,114.98,128.34,116.04,107.81,120.40,107.68,108.28,125.10,106.98
2015,Agosto,02,Bebidas alcohólicas y tabaco                                                                        ,106.77,109.31,99.48,110.53,113.94,106.92,98.63,103.50,103.08
2015,Agosto,0211101,Licores varios                                                                                      ,103.27,103.47,101.38,105.90,104.95,102.40,101.33,102.45,103.09
2015,Agosto,0212101,Vino blanco                                                                                         ,109.62,108.66,123.27,111.98,114.89,0.00,0.00,0.00,107.31
2015,Agosto,0212102,Vino tinto                                                                                          ,120.50,122.52,117.27,121.86,115.80,122.79,111.75,0.00,0.00
2015,Agosto,0213101,Cerveza                                                                                             ,95.23,94.38,95.24,96.24,93.30,97.66,95.44,95.52,95.68
2015,Agosto,0221101,Cigarrillos de tabaco                                                                               ,133.19,134.58,131.39,131.86,133.87,128.75,125.58,139.25,130.06
2015,Agosto,03,Prendas de vestir y calzado                                                                         ,110.72,108.32,111.82,117.36,114.39,114.55,109.61,108.72,111.25
2015,Agosto,0311101,Telas para confección de vestuario                                                                  ,117.11,105.04,117.85,123.45,121.90,118.11,126.74,115.55,110.87
2015,Agosto,0312101,Pantalón para hombre                                                                                ,113.07,111.15,115.11,124.12,111.94,120.64,109.91,107.00,111.31
2015,Agosto,0312102,Camisa para hombre                                                                                  ,110.41,106.63,107.90,114.84,110.82,114.91,111.63,111.60,110.17
2015,Agosto,0312103,Traje para hombre                                                                                   ,111.52,111.16,110.51,107.44,0.00,116.97,111.76,103.28,0.00
2015,Agosto,0312104,Ropa deportiva para hombre                                                                          ,114.16,114.17,115.62,114.10,109.84,113.85,116.62,112.80,111.21
2015,Agosto,0312105,Ropa interior y de dormir para hombre                                                               ,120.80,122.94,133.34,116.66,131.38,112.18,114.98,124.24,119.15
2015,Agosto,0312201,Pantalón y falda para mujer                                                                         ,110.73,108.89,105.80,117.04,113.20,112.51,107.55,116.22,108.59
2015,Agosto,0312202,Blusa para mujer                                                                                    ,109.85,107.64,111.85,112.79,116.19,114.21,111.25,103.92,106.35
2015,Agosto,0312203,Otro vestuario de mujer                                                                             ,109.73,110.81,116.01,114.41,109.89,112.60,107.71,105.46,101.98
2015,Agosto,0312204,Ropa interior y de dormir para mujer                                                                ,111.13,108.34,106.38,110.95,111.40,120.03,117.10,102.73,110.65
2015,Agosto,0312301,Pantalón y pantaloneta para niño                                                                    ,113.70,110.80,117.05,114.02,133.97,124.98,106.39,110.63,109.57
2015,Agosto,0312302,"Pantalón, falda y short  para niña                                                                  ",109.94,105.65,110.06,123.20,121.02,104.27,110.54,105.47,106.37
2015,Agosto,0312303,Camisa y playera para niño                                                                          ,111.91,109.09,113.41,117.37,115.33,115.41,110.03,107.84,122.16
2015,Agosto,0312304,Blusa para niña                                                                                     ,111.26,108.22,108.77,117.39,114.84,111.97,111.46,113.24,106.13
2015,Agosto,0312305,Vestido para niña                                                                                   ,111.61,106.93,111.47,126.51,121.58,115.42,107.98,104.11,114.19
2015,Agosto,0312306,Camiseta para niño                                                                                  ,109.25,113.57,136.07,106.18,111.57,111.20,103.40,100.00,110.06
2015,Agosto,0312401,Pijamas para bebé                                                                                   ,112.72,111.35,104.74,0.00,126.23,130.12,105.79,107.64,113.77
2015,Agosto,0312501,Uniforme escolar                                                                                    ,114.79,114.19,109.40,109.77,124.98,115.15,117.46,108.52,117.96
2015,Agosto,0313101,Artículos varios de vestuario                                                                       ,108.96,108.33,109.08,106.25,105.48,111.58,108.59,112.85,106.82
2015,Agosto,0313102,Otras prendas de vestir                                                                             ,108.09,105.35,108.76,117.78,125.68,107.86,106.81,110.78,112.85
2015,Agosto,0314101,Servicio de limpieza de prendas de vestir                                                           ,111.99,113.39,104.37,106.50,114.47,118.37,108.29,0.00,130.79
2015,Agosto,0321101,Zapatos para hombre                                                                                 ,108.67,104.17,110.30,120.98,112.68,111.63,108.14,110.37,116.44
2015,Agosto,0321201,Zapatos varios para mujer                                                                           ,110.83,111.75,112.67,113.38,112.56,110.44,106.64,110.18,117.07
2015,Agosto,0321202,Zapatos para mujer                                                                                  ,106.17,105.26,104.96,110.01,114.85,113.81,102.16,100.61,110.51
2015,Agosto,0321203,Zapatos varios para mujer                                                                           ,111.28,107.65,102.42,121.02,107.79,113.15,112.78,121.31,108.89
2015,Agosto,0321301,Calzado para niño                                                                                   ,110.47,112.90,116.13,132.89,117.27,113.28,102.13,99.37,113.02
2015,Agosto,0321302,Calzado para niña                                                                                   ,112.67,108.13,108.25,118.86,103.56,120.49,113.43,110.53,118.82
2015,Agosto,0322101,Servicio de reparación de calzado                                                                   ,113.45,117.82,122.69,128.80,102.60,100.00,111.19,109.58,111.67
2015,Agosto,04,"Vivienda, agua, electricidad, gas y otros combustibles                                              ",102.68,96.40,109.88,108.91,106.43,96.20,114.43,101.20,105.98
2015,Agosto,0411101,Alquiler de vivienda                                                                                ,104.74,105.70,109.33,109.44,100.00,101.44,100.96,101.53,111.29
2015,Agosto,0421101,Materiales diversos para reparación  de vivienda                                                    ,106.40,106.11,105.47,105.90,109.42,104.50,105.98,107.83,107.47
2015,Agosto,0421102,Trabajos para vivienda                                                                              ,117.57,120.36,103.57,117.09,104.00,108.76,118.56,100.00,140.42
2015,Agosto,0421103,Artículos para electricidad y grifería                                                              ,114.49,112.38,105.58,112.37,121.75,107.28,117.88,121.75,105.97
2015,Agosto,0422101,Servicio de mantenimiento de vivienda                                                               ,112.59,114.20,143.87,122.87,112.67,101.60,110.34,100.00,134.09
2015,Agosto,0431101,Agua potable                                                                                        ,112.22,113.21,100.00,106.27,100.05,142.26,100.00,100.00,113.15
2015,Agosto,0432101,Servicio de retiro de basura                                                                        ,102.13,100.00,100.00,93.54,100.00,104.55,114.87,116.67,125.00
2015,Agosto,0441101,Servicio de electricidad                                                                            ,94.70,82.15,98.46,109.60,100.87,85.83,113.45,108.98,96.84
2015,Agosto,0442101,Gas propano                                                                                         ,64.78,65.47,70.04,63.90,63.77,62.63,64.52,64.56,61.66
2015,Agosto,0443101,Carbón                                                                                              ,175.60,141.58,253.60,175.23,403.69,164.75,137.64,182.17,365.26
2015,Agosto,0443102,Leña                                                                                                ,122.65,116.45,119.50,130.99,133.33,115.07,143.81,100.00,110.06
2015,Agosto,05,"Muebles, artículos para el hogar y para la conservación  del hogar                                  ",112.17,112.71,115.35,114.97,116.90,114.21,107.51,110.77,110.23
2015,Agosto,0511101,Cama                                                                                                ,112.96,119.08,108.91,115.43,114.70,109.01,109.56,110.03,107.50
2015,Agosto,0511102,Cuna                                                                                                ,109.19,106.82,121.36,130.42,109.47,108.99,107.90,111.10,112.46
2015,Agosto,0511103,Juego de comedor                                                                                    ,115.18,119.43,108.67,114.70,105.96,109.85,115.14,126.96,115.15
2015,Agosto,0511104,Muebles para cocina                                                                                 ,108.04,102.00,125.82,117.53,114.56,117.66,105.99,107.81,128.73
2015,Agosto,0511105,Juego de sala                                                                                       ,107.84,105.72,124.28,111.88,107.57,108.05,109.36,108.96,103.48
2015,Agosto,0511106,Muebles modulares                                                                                   ,110.45,108.91,115.13,122.80,102.32,109.68,111.05,105.95,108.52
2015,Agosto,0511201,Alfombra                                                                                            ,119.68,122.17,100.00,0.00,0.00,101.93,106.05,107.69,0.00
2015,Agosto,0511202,"Puertas, lámparas y varios                                                                          ",113.09,123.26,112.11,110.52,109.61,113.63,106.22,109.22,107.44
2015,Agosto,0521101,Cubrecama                                                                                           ,108.27,104.08,115.52,116.55,137.95,100.21,108.99,103.47,103.20
2015,Agosto,0521102,Sábana                                                                                              ,119.31,114.15,108.46,123.09,178.62,109.29,112.46,100.00,112.53
2015,Agosto,0521103,Poncho y frazadas                                                                                   ,105.37,104.22,118.02,0.00,114.00,106.19,105.94,99.55,0.00
2015,Agosto,0521104,Mantel                                                                                              ,108.86,107.88,122.71,106.35,106.83,116.30,112.09,100.00,106.62
2015,Agosto,0521105,Cortinas                                                                                            ,106.07,106.39,114.61,110.68,100.58,102.50,102.23,109.65,106.07
2015,Agosto,0522101,Estufa                                                                                              ,107.98,107.18,116.54,108.49,108.57,109.50,105.94,107.58,106.83
2015,Agosto,0522102,Refrigerador                                                                                        ,109.47,112.55,113.43,111.49,106.64,109.00,108.05,108.49,102.17
2015,Agosto,0522103,Lavadora                                                                                            ,107.88,108.20,110.65,107.30,108.86,107.24,108.51,107.22,104.89
2015,Agosto,0523101,Horno de microondas                                                                                 ,109.74,111.93,114.83,108.26,116.37,109.67,103.21,109.37,101.83
2015,Agosto,0523102,Licuadora                                                                                           ,112.14,113.50,115.55,118.60,116.39,110.33,106.42,108.42,113.48
2015,Agosto,0523103,Ventilador                                                                                          ,108.43,100.17,109.15,112.68,121.29,111.68,98.68,109.54,107.20
2015,Agosto,0523104,Plancha eléctrica                                                                                   ,112.04,113.80,127.49,112.03,114.46,111.11,104.38,110.12,111.89
2015,Agosto,0531101,Vajillas                                                                                            ,116.50,116.39,111.17,111.24,136.67,132.46,108.69,118.17,107.35
2015,Agosto,0531102,Baterías de cocina                                                                                  ,115.31,114.01,115.72,127.59,115.62,118.79,107.90,108.04,113.02
2015,Agosto,0531103,Juegos de vasos                                                                                     ,113.14,113.44,107.37,120.66,112.41,114.29,115.22,105.93,107.30
2015,Agosto,0531104,Utensilios de cocina                                                                                ,111.72,110.86,117.86,113.31,124.54,115.10,111.97,106.53,108.52
2015,Agosto,0541101,Barreno eléctrico                                                                                   ,112.34,110.25,0.00,112.14,0.00,110.64,113.51,0.00,0.00
2015,Agosto,0541201,Martillo                                                                                            ,119.08,118.43,124.69,121.46,127.01,119.48,113.18,125.40,109.32
2015,Agosto,0541202,Machete                                                                                             ,108.95,110.70,113.72,109.59,110.03,106.80,104.76,115.96,106.30
2015,Agosto,0541203,Serrucho                                                                                            ,112.92,115.40,116.72,115.08,107.40,114.14,112.17,110.88,109.55
2015,Agosto,0541204,Desarmadores                                                                                        ,112.24,116.89,110.28,0.00,0.00,0.00,113.82,117.97,104.67
2015,Agosto,0551101,Aromatizador y desinfectante                                                                        ,131.19,138.42,107.95,106.02,103.70,132.59,112.69,113.39,105.61
2015,Agosto,0551102,Detergentes y jabones para ropa                                                                     ,112.36,111.86,119.83,116.37,118.61,118.14,105.97,107.18,113.91
2015,Agosto,0551103,Jabón varias clases                                                                                 ,121.28,119.98,109.18,113.72,120.48,113.00,115.43,157.06,113.08
2015,Agosto,0551201,Artículos para limpieza del hogar                                                                   ,112.71,114.59,117.43,110.61,116.67,112.09,106.98,114.75,112.65
2015,Agosto,0551202,Fósforos                                                                                            ,106.71,112.20,106.03,102.61,104.87,105.52,103.61,105.50,100.01
2015,Agosto,0551203,Servilletas de papel                                                                                ,121.29,124.62,110.14,124.01,115.51,120.52,110.02,122.88,105.52
2015,Agosto,0551204,Veladoras y candelas                                                                                ,104.33,104.41,100.03,119.44,103.22,109.76,105.24,100.33,100.82
2015,Agosto,0552101,Servicio doméstico por mes                                                                          ,114.28,117.34,128.64,119.57,111.07,115.16,103.24,109.17,125.67
2015,Agosto,0552102,Lavado de ropa diversa                                                                              ,112.37,116.74,106.27,100.00,0.00,106.12,108.67,100.00,107.33
2015,Agosto,06,Salud                                                                                               ,112.78,113.57,114.05,119.14,119.58,111.42,108.45,109.48,112.07
2015,Agosto,0611101,Analgésico y antiinflamatorio                                                                       ,113.02,110.28,123.60,125.21,114.81,115.72,109.98,113.13,105.12
2015,Agosto,0611102,Antiácido y antiulceroso                                                                            ,111.74,108.87,117.76,106.40,109.69,114.45,114.75,117.53,110.09
2015,Agosto,0611103,Antialérgico                                                                                        ,120.69,126.33,113.44,118.55,122.91,118.70,107.76,127.39,112.16
2015,Agosto,0611104,Antibiótico                                                                                         ,112.19,111.24,116.33,106.54,121.30,113.34,107.42,121.27,107.20
2015,Agosto,0611105,Antigripal                                                                                          ,115.44,121.06,119.20,122.29,131.55,107.14,109.20,108.42,107.32
